2012WSSAA..13.....N 
2012arXiv1202.5441S 
2012arXiv1202.4978L 
2012arXiv1202.4554B 
2012arXiv1202.4159Y 
2012arXiv1202.2585A 
2012arXiv1202.2102N 
2012arXiv1202.1896K 
2012arXiv1202.1851H 
2012arXiv1202.1813S 
2012arXiv1202.1448J 
2012arXiv1202.1271A 
2012arXiv1202.0853C 
2012arXiv1202.0675E 
2012arXiv1202.0412H 
2012arXiv1202.0394D 
2012APS..MARB20003R 
2012ApJ...746L..23K 
2012ApJ...746L..20K 
2012ApJ...746..180W 
2012ApJ...746..176L 
2012ApJ...746..169S 
2012ApJ...746..168D 
2012ApJ...745..197N 
2012ApJ...745..175M 
2012ApJ...745..136S 
2012ApJ...745..121L 
2012Ap&SS.337..693H 
2012Ap&SS.337..685M 
2012AdSpR..49..433B 
2012A&G....53a...7. 
2012A&A...538A..58P 
2012yCat..21980001F 
2012TMP...170...71B 
2012Sci...335..391C 
2012PThPh.127..163I 
2012PhRvD..85b4048T 
2012PhRvD..85b4037K 
2012PhRvD..85b4036G 
2012PhRvD..85b4029Z 
2012PhRvD..85b4020F 
2012PhRvD..85b4018K 
2012PhRvD..85b3519M 
2012PhLB..707..233P 
2012PhDT.......138K 
2012PhDT.......136S 
2012PhDT.......134T 
2012PhDT.......132B 
2012NewA...17....8G 
2012Natur.481...51G 
2012MNRAS.419L..69N 
2012MNRAS.419.2497B 
2012MNRAS.419.2424L 
2012MNRAS.419.2369I 
2012MNRAS.419.1740R 
2012MNRAS.419.1238N 
2012MNRAS.419..827M 
2012MNRAS.419..267P 
2012MNRAS.419...57F 
2012JHEP...01..153L 
2012JHEP...01..144S 
2012JGRA..117.1103M 
2012JCAP...01..035D 
2012JASTP..74..111L 
2012IJTP...51..133V 
2012hell.conf...17G 
2012GReGr..44..157K 
2012GReGr..44...81J 
2012GReGr..44...21B 
2012GrCo...18...70G 
2012GrCo...18...65D 
2012GeoRL..39.1809L 
2012GeoRL..39.1703P 
2012GeoRL..39.1404F 
2012EPJC...72.1865L 
2012EPJC...72.1858M 
2012EL.....9729002F 
2012CQGra..29b5009D 
2012CQGra..29b5002L 
2012CQGra..29a5004H 
2012CQGra..29a5001T 
2012CoTPh..57...56L 
2012ConPh..53...66L 
2012ChPhL..29a0401S 
2012arXiv1201.6666Z 
2012arXiv1201.6591M 
2012arXiv1201.6421K 
2012arXiv1201.6372A 
2012arXiv1201.6206O 
2012arXiv1201.5744E 
2012arXiv1201.4463C 
2012arXiv1201.3267C 
2012arXiv1201.2547C 
2012arXiv1201.2099A 
2012arXiv1201.1797D 
2012arXiv1201.0928P 
2012arXiv1201.0750L 
2012ARep...56....1B 
2012ApJS..198....1F 
2012ApJ...745L...7S 
2012ApJ...745...94L 
2012ApJ...745...83A 
2012ApJ...745...75G 
2012ApJ...745...71P 
2012ApJ...745...13S 
2012ApJ...745....1P 
2012ApJ...744L..25G 
2012ApJ...744L..14B 
2012ApJ...744..187S 
2012ApJ...744..186W 
2012ApJ...744..145Q 
2012ApJ...744..143S 
2012ApJ...744..116B 
2012ApJ...744..107N 
2012ApJ...744...74G 
2012ApJ...744...47G 
2012ApJ...744...45B 
2012ApJ...744...33G 
2012Ap&SS.337..335S 
2012Ap&SS.337..169S 
2012Ap&SS.337...19F 
2012Ap&SS.337....3D 
2012AnGeo..30..119T 
2012AmJPh..80...66O 
2012AAS...21944207M 
2012AAS...21944204L 
2012AAS...21944203I 
2012AAS...21944201H 
2012AAS...21944013C 
2012AAS...21943510W 
2012AAS...21943503S 
2012AAS...21943305K 
2012AAS...21943103D 
2012AAS...21941901K 
2012AAS...21940705Z 
2012AAS...21940405E 
2012AAS...21940309S 
2012AAS...21940306B 
2012AAS...21940305T 
2012AAS...21934923G 
2012AAS...21934607A 
2012AAS...21932805B 
2012AAS...21931002Z 
2012AAS...21930806S 
2012AAS...21930805B 
2012AAS...21930804G 
2012AAS...21930802K 
2012AAS...21930801P 
2012AAS...21930702M 
2012AAS...21930502S 
2012AAS...21924902S 
2012AAS...21924707L 
2012AAS...21924706M 
2012AAS...21924705C 
2012AAS...21924703G 
2012AAS...21924702J 
2012AAS...21924609H 
2012AAS...21924606L 
2012AAS...21924325M 
2012AAS...21924312M 
2012AAS...21924306S 
2012AAS...21924301R 
2012AAS...21922603W 
2012AAS...21922503D 
2012AAS...21922406S 
2012AAS...21921803T 
2012AAS...21915422F 
2012AAS...21915411M 
2012AAS...21915317C 
2012AAS...21915313R 
2012AAS...21915307P 
2012AAS...21915305M 
2012AAS...21915301M 
2012AAS...21915128G 
2012AAS...21914618M 
2012AAS...21914610L 
2012AAS...21914607H 
2012AAS...21914005B 
2012AAS...21913507W 
2012AAS...21913502W 
2012AAS...21912703M 
2012AAS...21910705H 
2012AAS...21910703C 
2012AAS...21910702B 
2012A&A...537L...7F 
2012A&A...537A..48M 
2012A&A...537A..16F 
